EBD,DMF,EI,LSI,AGE,HSAA,HFA,SRH,PHL,DV,UWHF,MUF,SD,ST,EPK,GEN,LSC,EDU,PAI,PSM,Y
2,4,2,2,56,2,2,4,2,2,2,3,2,3,0,1,150,4,1000,0,2
3,4,2,4,45,4,4,2,4,2,3,3,3,4,0,2,119,4,2,0,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,-1,2,80,4,2,1,2
1,4,2,3,53,3,4,3,1,2,3,3,2,4,3,2,56,11,5,2,2
2,4,2,3,30,4,3,3,2,3,5,3,2,3,0,1,400,12,90,1,2
2,4,2,2,89,3,3,3,2,2,3,2,2,3,0,1,115,3,0,2,2
2,3,2,2,73,3,3,3,2,2,3,2,2,3,-1,1,100,3,1,-1,2
2,5,2,2,63,3,3,3,2,2,3,2,2,3,0,1,60,4,1,0,2
1,5,2,1,52,4,4,4,1,3,4,3,2,3,2,2,180,1,0,4,4
1,4,2,2,74,2,2,2,3,2,5,3,2,3,0,2,250,1,1000,1,3
2,5,2,2,41,3,3,3,2,2,3,2,2,3,1,1,220,4,5,0,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,1,2,60,1,0,1,2
1,5,3,1,30,2,3,5,1,1,5,1,2,3,1,1,119,6,3,0,1
2,4,2,2,67,3,3,3,2,2,3,2,2,3,0,2,90,4,3,1,2
2,4,4,2,62,4,4,2,2,4,3,3,3,4,0,2,98,7,5,0,2
2,4,1,1,44,4,3,4,1,1,2,1,3,2,2,1,94,10,20,0,2
2,4,2,2,39,3,4,4,2,2,3,3,2,3,1,2,110,9,6,0,2
2,5,2,2,37,3,3,3,2,2,3,2,2,3,6,2,90,7,0,1,2
1,5,1,1,68,3,4,5,1,1,2,1,1,3,-1,1,90,6,1,-1,1
2,3,2,2,57,3,3,3,2,2,3,2,2,3,0,2,119,3,0,0,2
2,4,2,2,54,3,3,3,2,2,3,2,2,3,1,2,125,3,1000,1,2
2,4,2,3,72,3,4,2,3,1,5,3,4,2,2,2,220,1,0,1,3
1,2,1,1,28,4,4,5,1,1,3,3,1,3,2,2,80,10,4,0,3
2,3,2,2,62,3,3,3,2,2,3,2,2,3,-1,1,80,4,1,-1,2
2,5,2,2,29,3,3,3,2,2,3,2,2,3,2,2,200,7,1000,3,2
1,5,1,1,68,2,3,4,1,1,1,2,2,3,-1,1,200,5,5,0,1
2,1,2,2,29,3,3,3,2,2,3,2,2,3,0,2,105,12,0,0,2
2,3,2,2,57,3,3,3,2,2,3,2,2,3,1,2,100,3,3,0,2
2,3,2,2,92,3,3,3,2,2,3,2,2,3,-1,1,119,2,1,0,2
1,5,1,5,56,2,3,4,1,1,5,3,2,3,1,1,168,7,7,0,1
2,5,2,2,58,3,3,3,2,2,3,2,2,3,3,2,450,3,8,1,2
2,4,2,2,36,3,3,3,2,2,3,2,2,3,0,1,100,12,10,-1,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,3,2,98,6,8,3,2
2,2,2,2,78,3,3,3,2,2,3,2,2,3,0,2,205,4,1,1,2
2,4,2,2,63,3,3,3,2,2,3,2,2,3,0,1,45,3,0,-1,2
2,3,2,2,46,3,3,3,2,2,3,2,2,3,2,2,103,10,10,2,2
2,1,2,2,74,3,3,3,2,2,3,2,2,3,1,2,24,4,1,-1,2
1,5,1,1,68,1,1,4,1,1,5,1,1,3,2,1,75,6,2,1,1
2,5,2,2,31,3,3,3,2,2,3,2,2,3,1,2,71,10,8,0,2
2,5,2,2,88,3,3,3,2,2,3,2,2,3,0,2,130,7,6,0,2
1,4,1,1,79,1,1,1,5,4,3,2,1,3,0,1,40,3,0,0,1
2,4,2,2,76,3,3,3,2,2,3,2,2,3,1,2,60,3,0,1,2
1,5,1,1,72,1,4,5,1,1,3,1,1,3,0,2,50,3,0,0,1
2,3,2,2,57,3,3,3,2,2,3,2,2,3,0,1,48,4,4,0,2
4,3,3,2,65,2,4,2,4,2,5,1,1,3,1,1,72,4,2,1,3
2,5,2,2,85,3,3,3,2,2,3,2,2,3,-1,1,48,3,0,1,2
1,5,2,1,69,1,1,2,3,4,5,3,1,4,2,2,225,4,0,0,1
2,4,2,2,75,3,3,3,2,2,3,2,2,3,1,1,80,3,25,1,2
2,5,2,2,30,3,3,3,2,2,3,2,2,3,1,2,65,13,1000,1,2
2,3,2,2,38,3,3,3,2,2,3,2,2,3,2,2,120,11,2,0,2
2,4,2,2,83,3,3,3,2,2,3,2,2,3,0,2,130,1,1000,1,2
2,4,2,2,56,3,3,3,2,2,3,2,2,3,-1,2,200,3,2,1,2
2,3,2,2,76,3,3,3,2,2,3,2,2,3,-9,2,119,1,1000,0,2
2,4,1,2,61,3,4,2,3,3,4,4,2,3,-2,2,116,4,0,0,1
1,4,1,1,85,1,1,2,3,1,2,4,1,3,0,2,127,1,0,0,1
2,4,2,2,61,3,3,3,2,2,3,2,2,3,1,1,50,6,1,-2,2
2,2,2,2,72,3,3,3,2,2,3,2,2,3,0,2,30,2,1000,1,2
3,3,2,1,72,3,4,4,1,4,2,1,1,3,0,2,130,1,1,2,2
1,5,3,1,36,4,4,5,1,3,1,2,1,2,2,2,90,6,6,1,3
1,5,4,2,64,3,3,2,2,3,3,3,3,3,0,1,98,6,8,0,1
2,5,2,2,50,3,3,3,2,2,3,2,2,3,1,2,97,11,10,0,2
3,1,4,1,80,2,4,2,4,4,1,3,1,3,0,2,76,2,0,0,3
2,5,2,2,36,3,3,3,2,2,3,2,2,3,3,2,197,4,0,0,2
1,5,2,1,65,1,1,2,1,1,3,4,2,4,0,1,103,9,7,0,1
2,4,2,4,72,1,2,1,4,4,1,1,3,3,-1,1,90,3,1,-2,2
2,4,2,2,69,3,3,3,2,2,3,2,2,3,-1,2,60,3,1,-3,2
1,5,2,1,86,1,1,2,1,2,2,1,2,2,0,1,119,4,0,4,1
2,5,2,2,75,3,3,3,2,2,3,2,2,3,0,1,118,4,5,3,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,1,1,92,3,4,0,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,0,2,110,4,4,0,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,0,1,225,6,10,0,2
1,4,2,2,71,3,3,2,2,2,3,2,2,3,0,2,200,6,0,1,1
3,3,3,1,67,3,3,3,2,2,5,1,2,3,2,1,170,6,5,-1,2
2,4,2,2,47,3,3,3,2,2,3,2,2,3,2,2,300,1,0,2,2
2,4,2,2,82,3,3,3,2,2,3,2,2,3,1,2,50,1,0,3,2
2,5,2,2,60,3,3,3,2,2,3,2,2,3,-1,1,80,12,9,1,2
1,5,1,1,30,2,2,4,1,1,3,3,2,3,1,1,95,13,8,1,1
2,5,2,2,26,3,3,3,2,2,3,2,2,3,2,2,50,12,0,2,2
2,4,2,2,25,3,4,5,1,4,2,1,2,2,4,2,119,10,0,0,2
2,5,2,2,34,3,3,3,2,2,3,2,2,3,2,2,130,9,0,1,2
2,3,2,2,28,3,3,3,2,2,3,2,2,3,2,1,89,11,6,2,2
2,5,2,2,59,3,3,3,2,2,3,2,2,3,0,1,225,4,4,0,2
2,5,2,2,22,3,3,3,2,2,3,2,2,3,3,2,129,6,1000,1,2
2,3,2,2,75,3,3,3,2,2,3,2,2,3,0,1,110,4,2,-2,2
2,5,2,2,23,3,3,3,2,2,3,2,2,3,2,2,123,12,0,0,2
2,5,2,2,39,3,3,3,2,2,3,2,2,3,0,1,120,3,2,1,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,0,1,120,4,6,1,2
2,4,2,2,61,3,3,3,2,2,3,2,2,3,0,1,100,4,1,1,2
2,4,2,2,59,3,3,3,2,2,3,2,2,3,0,2,119,1,2,0,2
1,5,2,1,58,3,3,4,1,3,3,2,4,3,0,2,240,3,0,-1,1
1,5,3,3,53,1,1,5,1,1,3,1,1,4,3,1,200,4,10,2,1
2,3,2,2,57,3,3,3,2,2,3,2,2,3,2,2,300,4,5,2,2
1,5,2,5,27,4,4,4,1,1,3,2,2,3,1,1,105,12,1000,2,3
1,4,1,3,95,4,4,1,5,5,1,1,3,3,0,2,78,1,0,-1,1
2,5,2,2,48,3,3,3,2,2,3,2,2,3,1,2,150,9,5,0,2
2,2,2,2,56,3,3,3,2,2,3,2,2,3,0,2,140,4,5,0,2
1,5,2,3,61,3,3,2,3,3,2,2,2,3,0,2,200,1,0,-1,1
2,5,2,2,68,3,3,3,2,2,3,2,2,3,0,1,300,4,0,0,2
2,4,2,2,65,3,3,3,2,2,3,2,2,3,0,1,140,4,1,0,2
3,3,1,2,63,2,3,2,1,2,3,1,2,2,0,2,110,3,3,0,1
1,4,1,1,62,1,1,1,1,3,1,3,3,3,-2,2,80,3,0,0,1
1,4,1,1,64,4,4,4,4,1,2,2,3,2,-4,2,119,1,0,4,1
2,1,2,2,82,3,3,3,2,2,3,2,2,3,1,2,119,1,0,0,2
1,5,1,1,62,3,4,2,1,2,3,2,3,3,-1,1,150,11,12,1,2
2,5,2,2,65,1,3,2,3,2,4,2,2,4,-1,1,200,6,3,-2,3
2,5,2,2,23,3,3,3,2,2,3,2,2,3,2,2,119,6,0,0,2
2,4,2,2,62,3,3,3,2,2,3,2,2,3,2,1,96,3,4,1,2
2,4,2,2,41,3,3,3,2,2,3,2,2,3,1,2,100,3,0,1,2
1,5,2,1,37,3,3,4,1,2,4,3,2,3,2,2,98,4,0,0,1
2,5,2,2,72,3,3,3,2,2,3,2,2,3,0,1,62,3,4,4,2
3,2,4,2,58,1,4,2,3,3,3,3,2,3,0,2,93,3,0,-1,3
1,4,1,1,68,4,4,2,1,5,4,2,2,3,2,2,200,3,0,0,2
2,3,2,2,92,3,3,3,2,2,3,2,2,3,0,1,200,2,0,1,2
2,5,2,2,89,3,3,3,2,2,3,2,2,3,0,1,45,3,1,2,2
2,5,2,2,59,3,3,3,2,2,3,2,2,3,-1,1,262,6,5,0,2
2,5,2,2,30,3,3,3,2,2,3,2,2,3,0,2,60,10,3,0,2
2,2,2,2,45,3,3,3,2,2,3,2,2,3,0,2,112,12,0,0,2
2,3,3,2,78,4,4,3,2,3,4,3,2,3,0,2,300,3,1,0,2
2,4,2,2,81,3,3,3,2,2,3,2,2,3,0,2,200,3,0,-3,2
2,4,2,2,68,3,3,2,2,3,3,3,2,4,-1,2,144,1,0,0,2
2,5,2,2,82,3,3,3,2,2,3,2,2,3,0,1,300,7,10,0,2
2,5,2,2,68,3,3,3,2,2,3,2,2,3,0,2,90,1,0,0,2
2,3,2,2,68,3,3,3,2,2,3,2,2,3,-2,2,119,1,0,-2,2
2,4,2,2,71,3,3,3,2,2,3,2,2,3,4,1,169,3,1,2,2
2,5,2,2,88,3,3,3,2,2,3,2,2,3,2,1,48,2,0,0,2
2,4,2,2,28,3,3,3,2,2,3,2,2,3,5,2,127,7,9,2,2
2,2,2,2,37,3,3,3,2,2,3,2,2,3,1,1,97,3,5,1,2
2,4,2,2,43,3,3,3,2,2,3,2,2,3,0,1,98,4,5,2,2
2,3,2,2,81,3,3,3,2,2,3,2,2,3,0,2,15,1,1,0,2
2,3,2,2,28,3,3,3,2,2,3,2,2,3,2,2,119,12,1,1,2
1,5,5,5,78,2,2,1,5,1,3,1,2,4,0,1,30,3,0,0,1
2,1,2,2,76,3,3,3,2,2,3,2,2,3,1,2,90,1,0,1,2
2,3,2,2,69,3,3,3,2,2,3,2,2,3,0,2,90,3,2,0,2
1,5,1,3,85,1,2,2,3,5,2,4,2,3,1,1,300,4,6,2,1
1,4,1,4,82,1,1,2,1,3,3,1,2,3,0,1,250,7,6,0,1
1,5,1,1,36,4,4,5,1,1,4,2,3,4,3,2,98,4,0,2,1
2,5,2,2,46,2,4,2,1,1,3,3,3,2,3,2,200,3,7,0,1
2,4,2,2,30,3,3,3,2,2,3,2,2,3,0,2,90,4,2,2,2
1,5,1,1,58,1,1,5,1,2,2,1,1,3,0,1,200,7,8,0,1
1,4,1,1,48,3,3,2,3,3,2,3,3,2,1,2,85,11,6,2,1
2,3,2,2,78,3,3,3,2,2,3,2,2,3,1,1,15,3,1,1,2
2,5,2,2,55,3,3,3,2,2,3,2,2,3,1,1,288,4,5,1,2
2,5,2,2,63,3,3,3,2,2,3,2,2,3,-1,1,120,6,5,3,2
1,2,3,4,73,2,2,1,4,3,3,2,1,2,0,2,23,1,0,0,1
4,3,2,3,56,1,3,2,2,2,2,2,4,3,0,1,500,4,2,4,3
1,4,2,1,26,1,3,4,1,1,5,1,1,3,2,1,140,10,1,-2,2
2,3,2,2,59,3,3,3,2,2,3,2,2,3,0,2,15,4,1,0,2
1,5,1,1,72,3,3,5,1,1,5,1,1,2,1,1,140,4,4,-1,1
1,5,2,1,53,3,2,2,1,4,4,3,1,4,2,2,89,4,0,3,1
1,4,2,1,64,2,2,4,1,1,4,2,1,4,2,1,150,6,2,1,1
1,5,1,1,68,2,3,4,1,1,1,1,1,3,1,2,119,1,0,1,1
1,4,3,2,75,3,3,3,2,2,3,1,3,3,0,2,15,1,1,0,1
1,5,1,1,81,1,1,2,3,1,5,5,2,3,0,1,400,7,8,2,1
2,1,2,2,66,3,3,3,2,2,3,2,2,3,3,1,200,4,1,0,2
3,3,2,4,42,3,4,2,2,3,1,3,3,2,1,2,93,4,20,3,4
3,5,1,2,24,4,4,4,2,1,3,1,1,4,5,2,200,10,0,0,3
2,5,2,2,57,3,3,3,2,2,3,2,2,3,-1,1,50,4,3,1,2
2,5,2,2,55,3,3,3,2,2,3,2,2,3,3,1,100,3,5,1,2
2,4,2,2,81,3,3,3,2,2,3,2,2,3,-2,1,135,3,0,0,2
2,5,3,2,77,2,3,2,2,2,3,1,4,4,-1,2,100,1,0,2,3
1,5,1,1,68,1,3,2,1,5,5,3,4,1,0,2,9,4,0,0,1
2,5,2,2,66,3,3,3,2,2,3,2,2,3,0,1,204,6,1,-1,2
2,3,2,2,43,3,3,3,2,2,3,2,2,3,0,1,110,6,6,0,2
2,5,1,1,73,4,4,4,1,1,2,1,1,2,0,1,105,3,0,0,2
2,3,2,3,55,3,3,2,2,3,3,2,3,3,0,2,115,5,3,0,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,0,1,180,4,10,4,2
3,3,3,2,61,4,4,2,3,4,3,3,3,4,1,1,100,6,0,0,2
1,4,2,2,79,3,1,2,4,4,5,4,2,3,1,1,202,1,0,2,1
2,5,2,2,47,3,3,3,2,2,3,2,2,3,2,2,130,7,3,3,2
2,4,2,2,61,3,3,3,2,2,3,2,2,3,0,2,100,1,1,-2,2
1,5,1,1,73,1,1,5,1,1,5,1,1,3,0,1,220,3,0,0,1
2,4,2,2,41,3,3,3,2,2,3,2,2,3,1,2,45,4,4,3,2
2,3,2,2,39,3,3,3,2,2,3,2,2,3,0,1,70,10,1000,2,2
2,3,2,2,57,3,3,3,2,2,3,2,2,3,0,2,130,7,2,0,2
2,4,2,2,56,3,3,3,2,2,3,2,2,3,-2,1,119,4,15,1,2
2,2,1,2,26,3,3,5,2,2,3,3,1,3,2,2,30,12,0,2,2
2,3,2,2,31,3,3,3,2,2,3,2,2,3,2,2,119,4,0,0,2
2,2,2,2,60,3,3,3,2,2,3,2,2,3,0,2,100,3,0,0,2
1,5,1,3,57,2,4,2,1,3,5,2,1,2,0,1,150,6,2,0,1
2,5,2,2,46,3,3,3,2,2,3,2,2,3,1,2,55,9,6,3,2
2,5,2,2,83,3,3,3,2,2,3,2,2,3,0,2,80,3,2,1,2
2,5,2,2,46,3,3,3,2,2,3,2,2,3,3,2,119,4,4,0,2
1,4,2,3,55,3,2,1,5,3,3,3,2,3,0,2,140,4,1,-2,3
2,4,2,2,22,3,3,3,2,2,3,2,2,3,1,2,120,10,0,0,2
2,5,1,2,56,4,4,2,1,3,3,2,4,4,-2,2,101,7,4,-3,3
1,5,2,1,74,1,2,4,1,2,2,1,1,3,0,1,390,4,2,3,1
2,5,2,2,73,3,3,3,2,2,3,2,2,3,1,2,50,3,0,0,2
2,4,2,2,62,3,3,3,2,2,3,2,2,3,1,2,76,3,2,2,2
2,3,2,2,58,3,3,3,2,2,3,2,2,3,3,2,64,4,1000,1,2
1,5,1,1,77,2,1,3,1,3,3,1,2,3,1,2,56,4,0,0,1
2,2,2,2,41,3,3,3,2,2,3,2,2,3,4,1,182,4,3,3,2
2,4,2,2,86,3,3,3,2,2,3,2,2,3,1,2,70,2,0,1,2
2,4,2,2,35,4,4,5,2,3,5,4,2,3,1,2,110,4,1000,1,2
2,5,2,2,47,3,3,3,2,2,3,2,2,3,1,2,119,4,0,2,2
2,5,2,2,38,3,3,3,2,2,3,2,2,3,0,1,70,6,20,6,2
1,5,1,1,65,2,4,4,1,1,2,1,2,2,-1,1,132,4,1,1,1
2,4,2,2,52,3,3,3,2,2,3,2,2,3,1,1,50,12,10,0,2
2,1,2,2,66,3,3,3,2,2,3,2,2,3,0,1,120,6,0,-1,2
3,3,1,3,89,4,2,1,4,2,1,3,3,3,0,2,78,10,10,0,3
2,5,2,2,60,3,3,3,2,2,3,2,2,3,0,2,69,4,1000,0,2
1,5,1,1,70,4,3,3,1,1,5,2,2,2,0,1,80,3,1,-1,2
2,5,2,2,30,3,3,3,2,2,3,2,2,3,1,1,46,10,7,0,2
2,5,2,2,88,3,3,3,2,2,3,2,2,3,-1,1,100,6,12,-2,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,0,1,15,3,1,-2,2
2,5,2,2,87,3,3,3,2,2,3,2,2,3,0,2,90,1,4,0,2
2,5,2,2,62,3,3,3,2,2,3,2,2,3,0,2,88,4,5,0,2
2,4,2,2,55,3,3,3,2,2,3,2,2,3,0,2,90,4,5,0,2
2,4,2,2,50,3,3,3,2,2,3,2,2,3,0,2,98,4,0,1,2
2,3,2,2,65,3,3,3,2,2,3,2,2,3,2,1,100,3,2,2,2
2,5,2,2,33,3,3,3,2,2,3,2,2,3,2,1,83,13,7,1,2
1,5,1,1,68,1,2,4,1,2,5,1,3,3,1,1,117,9,9,1,1
4,2,2,4,72,3,3,2,4,3,1,4,2,3,0,2,60,4,0,0,3
2,5,2,2,85,3,3,3,2,2,3,2,2,3,1,1,120,1,0,3,2
2,5,2,2,75,3,3,3,2,2,3,2,2,3,0,2,24,3,0,-1,2
2,5,2,2,60,3,3,3,2,2,3,2,2,3,-1,1,200,4,2,-1,2
2,3,2,2,36,3,3,3,2,2,3,2,2,3,4,1,120,12,12,1,2
1,5,1,1,83,1,1,1,2,1,3,2,2,3,1,1,113,4,6,0,1
2,3,2,2,74,3,3,3,2,2,3,2,2,3,2,1,80,4,5,-1,2
2,4,2,2,60,3,3,3,2,2,3,2,2,3,2,1,88,9,3,1,2
2,3,2,2,47,3,3,3,2,2,3,2,2,3,2,2,85,4,3,0,2
1,5,2,1,25,4,4,1,2,2,4,1,1,3,1,1,200,8,5,5,1
2,2,2,2,98,3,3,3,2,2,3,2,2,3,0,1,70,6,7,0,2
3,4,3,2,66,3,3,2,3,3,2,2,2,3,4,2,110,4,0,-4,3
2,5,2,2,68,3,3,3,2,2,3,2,2,3,0,1,143,3,1000,0,2
2,3,2,2,76,3,3,3,2,2,3,2,2,3,1,2,119,1,0,0,2
2,5,2,1,38,3,3,2,1,2,2,3,2,3,1,2,58,4,4,1,2
2,3,2,2,81,3,3,3,2,2,3,2,2,3,1,1,132,4,2,3,2
1,4,1,1,64,2,2,4,1,2,4,3,2,3,0,1,150,3,2,1,1
2,5,2,2,85,3,3,3,2,2,3,2,2,3,0,2,70,3,0,2,2
2,4,2,2,53,3,3,3,2,2,3,2,2,3,1,1,440,5,0,-3,2
2,3,2,2,27,3,3,3,2,2,3,2,2,3,2,2,300,12,1000,2,2
2,5,2,2,83,3,3,3,2,2,3,2,2,3,0,1,160,7,5,0,2
2,4,1,2,74,3,3,4,2,1,1,1,1,3,1,1,300,3,0,0,2
2,3,2,2,75,3,3,3,2,2,3,2,2,3,0,2,40,3,0,3,2
2,2,2,2,68,3,3,3,2,2,3,2,2,3,2,1,500,3,0,1,2
2,5,1,1,44,3,4,5,2,1,5,1,1,2,1,2,150,3,3,-1,2
3,4,1,2,33,1,4,2,2,1,5,5,3,3,5,2,200,4,0,2,3
2,4,2,2,49,3,3,3,2,2,3,2,2,3,3,2,500,3,0,4,2
1,5,5,1,77,1,3,4,1,2,3,3,1,4,-2,2,50,3,0,5,1
2,5,2,2,40,3,3,3,2,2,3,2,2,3,6,2,400,3,0,1,2
4,4,3,2,88,4,3,2,3,3,3,3,3,3,0,2,80,1,0,3,3
2,5,3,5,34,4,4,5,3,1,5,3,1,3,3,1,103,4,13,2,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,1,1,100,1,0,1,2
2,5,2,1,31,4,3,4,1,3,5,2,2,3,3,2,68,10,1,0,2
2,3,2,2,54,3,3,3,2,2,3,2,2,3,4,2,70,4,1,0,2
2,3,2,2,76,3,3,3,2,2,3,2,2,3,1,2,70,3,1,4,2
5,4,4,4,68,1,1,1,5,4,2,4,3,1,3,2,230,3,1000,0,4
2,3,2,2,61,3,3,3,2,2,3,2,2,3,0,2,120,4,1000,0,2
2,5,2,2,54,3,3,3,2,2,3,2,2,3,-1,1,40,3,10,0,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,0,2,72,4,1,0,2
2,3,2,2,75,3,3,3,2,2,3,2,2,3,1,2,87,4,0,1,2
1,5,4,1,26,3,4,3,1,1,3,1,2,4,1,2,70,4,4,0,1
2,4,2,2,76,3,3,3,2,2,3,2,2,3,0,1,25,4,1,-2,2
2,4,2,2,85,3,3,3,2,2,3,2,2,3,0,2,53,1,5,0,2
2,5,2,2,35,3,3,3,2,2,3,2,2,3,2,1,55,10,10,1,2
1,5,2,1,65,2,2,4,1,1,3,3,2,3,0,2,89,3,2,-2,1
2,2,2,2,61,3,3,3,2,2,3,2,2,3,1,2,180,3,0,0,2
2,3,2,2,73,3,3,3,2,2,3,2,2,3,0,2,45,6,4,-7,2
2,3,2,2,75,3,3,3,2,2,3,2,2,3,1,1,300,3,2,1,2
3,3,4,3,73,4,4,4,3,3,5,3,2,1,0,1,160,4,1,0,3
2,5,2,2,68,3,3,3,2,2,3,2,2,3,-2,2,119,4,1,0,2
2,5,2,2,90,3,3,3,2,2,3,2,2,3,0,1,120,7,8,1,2
2,5,2,2,64,3,3,3,2,2,3,2,2,3,0,1,114,6,2,-1,2
2,5,2,2,35,3,3,3,2,2,3,2,2,3,1,1,60,11,10,2,2
2,5,2,2,22,3,3,3,2,2,3,2,2,3,4,1,80,10,1000,0,2
2,3,3,2,43,4,4,3,3,2,3,3,3,3,0,1,106,4,12,5,3
2,2,2,2,74,3,3,3,2,2,3,2,2,3,0,2,400,3,0,2,2
2,4,2,2,64,3,3,3,2,2,3,2,2,3,1,1,60,1,1,2,2
2,3,1,5,22,4,3,5,3,1,5,3,1,3,2,2,200,6,0,3,2
2,5,2,2,70,3,3,3,2,2,3,2,2,3,0,2,130,2,0,0,2
2,5,2,2,56,3,3,3,2,2,3,2,2,3,0,2,120,3,0,3,2
2,2,2,2,30,3,3,3,2,2,3,2,2,3,0,1,93,12,10,0,2
2,5,1,1,67,2,4,2,2,2,3,3,2,3,-3,1,48,6,1,1,2
2,3,2,2,44,3,3,3,2,2,3,2,2,3,0,1,100,12,10,1,2
2,4,2,2,71,3,3,3,2,2,3,2,2,3,1,1,420,3,1,0,2
2,5,2,2,85,3,3,3,2,2,3,2,2,3,2,1,37,6,5,3,2
2,3,2,2,44,3,3,3,2,2,3,2,2,3,1,1,150,4,0,-1,2
1,5,4,2,61,4,4,3,2,3,3,2,3,4,0,1,80,4,4,0,1
2,5,2,2,89,3,3,3,3,3,3,3,2,3,0,2,90,1,3,0,2
2,4,2,2,37,3,3,3,2,2,3,2,2,3,3,2,119,4,0,0,2
2,4,2,2,30,3,3,3,2,2,3,2,2,3,2,2,110,10,3,3,2
2,5,2,4,55,2,2,3,2,2,3,1,1,3,-4,2,130,1,2,4,3
4,2,3,4,95,2,2,3,5,1,1,2,1,4,2,1,134,3,1,0,4
3,2,3,2,48,2,4,2,2,4,1,1,3,2,0,1,60,3,1,1,3
2,5,2,2,68,3,3,3,2,2,3,2,2,3,0,1,134,4,0,0,2
2,3,2,2,52,3,3,3,2,2,3,2,2,3,0,1,119,10,3,0,2
1,5,1,1,50,3,3,4,3,5,3,1,4,1,1,2,119,4,0,1,1
2,2,2,2,71,3,3,3,2,2,3,2,2,3,0,1,65,4,0,0,2
2,4,2,2,96,3,3,3,2,2,3,2,2,3,0,2,78,1,0,0,2
2,4,2,2,61,3,3,3,2,2,3,2,2,3,0,2,119,4,0,-5,2
2,3,2,2,72,3,3,3,2,2,3,2,2,3,0,1,73,3,1,0,2
1,4,2,1,47,3,3,2,1,3,1,1,2,2,1,2,119,3,2,-4,1
2,3,2,2,80,3,3,3,2,2,3,2,2,3,0,2,80,1,0,0,2
2,4,2,2,72,3,3,3,2,2,3,2,2,3,2,2,90,1,90,1,2
2,5,2,2,63,4,4,2,1,2,5,3,2,3,2,2,56,3,1000,-2,2
2,3,3,1,77,1,1,2,3,1,5,3,2,2,-6,2,130,1,0,0,2
2,5,2,2,63,3,3,3,2,2,3,2,2,3,0,2,120,4,0,-2,2
3,4,1,2,29,2,3,4,2,1,3,3,2,3,2,1,60,4,3,3,2
2,5,2,2,79,3,3,3,2,2,3,2,2,3,0,1,144,1,0,0,2
2,5,2,2,48,3,3,3,2,2,3,2,2,3,3,2,200,4,0,0,2
2,5,2,2,68,3,3,3,2,2,3,2,2,3,1,1,90,6,1000,0,2
2,4,2,2,59,3,3,3,2,2,3,2,2,3,1,1,120,4,4,0,2
2,5,2,2,25,3,3,3,2,2,3,2,2,3,0,2,119,4,5,-3,2
2,5,2,1,52,4,2,2,1,2,3,1,3,3,2,2,270,4,4,0,3
2,3,4,2,39,2,3,1,2,3,4,3,3,3,1,1,61,11,50,2,2
1,5,3,1,64,3,3,2,1,2,5,5,2,2,-2,2,43,6,5,-1,1
3,3,2,2,66,1,1,2,1,2,3,4,2,3,0,1,45,6,5,0,2
1,5,2,1,62,4,4,2,1,3,2,2,1,3,-1,1,100,6,5,1,1
2,4,2,2,43,3,3,3,2,2,3,2,2,3,1,2,111,4,4,1,2
2,4,2,2,62,2,2,4,2,2,2,3,1,3,1,1,65,6,10,3,2
2,3,2,2,27,3,3,3,2,2,3,2,2,3,2,1,125,12,1000,1,2
2,4,2,2,56,3,3,3,2,2,3,2,2,3,0,2,119,4,3,0,2
2,4,2,3,69,2,2,3,2,3,1,3,2,3,0,1,150,6,2,1,3
5,3,3,5,48,4,4,1,5,1,5,1,3,2,0,2,119,4,0,-2,3
2,5,2,2,38,3,3,3,2,2,3,2,2,3,2,2,70,9,2,-1,2
2,3,2,2,45,3,3,3,2,2,3,2,2,3,2,1,130,7,11,0,2
2,4,3,2,38,4,4,4,2,2,2,3,3,4,2,1,81,4,4,1,3
2,4,2,2,69,3,3,3,2,2,3,2,2,3,0,2,70,1,0,1,2
1,5,1,1,75,2,4,2,1,3,5,3,2,4,0,2,200,4,0,0,3
2,2,2,2,68,3,3,3,2,2,3,2,2,3,0,1,80,4,4,0,2
2,5,2,2,69,3,3,3,2,2,3,2,2,3,0,2,90,4,0,0,2
1,5,1,1,85,3,3,4,2,2,3,3,2,3,1,1,200,4,4,1,1
2,4,2,2,70,2,3,2,2,3,3,3,2,4,0,1,119,3,0,-4,2
1,5,2,2,39,4,4,4,1,2,3,1,3,3,3,1,52,4,1000,2,1
2,4,2,2,52,3,3,3,2,2,3,2,2,3,1,1,60,12,8,2,2
2,5,2,2,62,3,3,3,2,2,3,2,2,3,0,1,50,4,5,2,2
1,5,1,1,60,3,4,4,1,1,5,1,1,4,0,1,97,4,0,0,1
2,3,2,2,68,3,3,3,2,2,3,2,2,3,0,1,97,1,3,1,2
