EBD,DMF,EI,LSI,AGE,HSAA,HFA,SRH,PHL,DV,UWHF,MUF,SD,ST,EPK,GEN,LSC,EDU,PAI,PSM,Y
2,5,2,2,31,2,3,4,2,2,3,3,2,3,0,1,120,12,14,1,2
4,4,4,2,83,4,4,1,2,4,1,2,2,1,0,1,21,3,1000,-2,2
2,5,2,2,61,3,3,3,2,2,3,2,2,3,2,2,57,6,1,-2,2
2,5,2,2,30,3,3,3,2,2,3,2,2,3,0,2,119,4,5,1,2
2,5,2,2,24,3,3,3,2,2,3,2,2,3,1,2,110,12,1000,0,2
1,5,2,1,68,1,4,1,1,4,5,2,3,4,2,2,119,1,1000,2,1
2,5,2,2,78,3,3,3,2,2,3,2,2,3,0,1,42,7,4,0,2
2,5,2,2,23,3,3,3,2,2,3,2,2,3,0,1,60,6,0,0,2
2,3,2,2,67,3,3,3,2,2,3,2,2,3,2,1,102,4,1000,1,2
2,4,1,1,77,3,4,2,2,4,1,3,2,3,1,1,44,6,0,1,1
2,3,2,2,67,3,3,3,2,2,3,2,2,3,0,2,119,4,1000,0,2
3,3,3,3,55,4,4,2,3,4,4,2,1,4,2,2,175,1,1000,2,3
1,4,2,1,79,1,1,1,2,3,1,3,2,2,1,1,30,3,2,0,1
2,5,2,2,81,3,3,3,2,2,3,2,2,3,0,2,119,3,2,1,2
2,4,2,2,61,3,3,3,2,2,3,2,2,3,1,2,235,4,0,0,2
2,5,2,2,43,3,3,3,2,2,3,2,2,3,3,1,105,7,3,2,2
3,4,2,4,73,3,4,4,3,3,1,1,2,3,1,1,85,3,1,1,3
1,3,1,1,79,2,4,2,1,3,5,4,2,4,0,1,90,1,1000,-2,1
1,2,5,1,70,4,4,1,1,4,5,3,4,2,1,2,162,1,1000,1,4
1,4,1,2,31,3,3,5,1,1,5,2,2,2,3,1,40,10,5,3,3
2,5,2,2,35,3,3,3,2,2,3,2,2,3,3,1,119,4,5,1,2
2,5,2,2,34,3,3,3,2,2,3,2,2,3,0,2,119,7,1000,1,2
2,1,2,2,54,3,3,3,2,2,3,2,2,3,-1,2,110,12,10,0,2
2,5,2,2,61,3,3,3,2,2,3,2,2,3,4,2,200,4,1000,1,2
2,5,2,2,22,3,3,3,2,2,3,2,2,3,0,2,119,4,1000,-1,2
2,5,2,2,73,3,3,3,2,2,3,2,2,3,0,1,280,3,1000,0,2
2,5,2,2,54,3,3,3,2,2,3,2,2,3,0,1,100,3,3,0,2
2,3,2,1,74,3,3,4,2,2,5,4,2,2,0,2,119,3,1000,2,2
2,3,2,1,50,3,4,2,3,2,2,3,3,3,2,2,100,6,1000,0,1
2,4,2,2,32,3,3,3,2,2,3,2,2,3,1,2,90,6,0,0,2
2,3,2,2,37,3,3,3,2,2,3,2,2,3,0,2,120,12,8,3,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,0,1,100,3,1,0,2
3,3,3,5,89,4,4,1,5,4,2,3,4,2,1,2,40,1,1000,1,3
2,5,2,2,31,3,3,3,2,2,3,2,2,3,0,2,55,4,1000,2,2
2,5,2,2,33,3,3,3,2,2,3,2,2,3,2,1,110,10,36,2,2
3,3,3,1,60,4,4,2,3,2,2,3,4,3,1,2,120,4,0,1,3
2,3,2,2,22,3,3,3,2,2,3,2,2,3,2,2,53,6,0,0,2
2,3,3,2,42,3,3,2,2,4,1,3,3,2,1,2,80,4,1000,2,3
2,3,1,1,76,3,3,2,3,1,3,4,2,4,1,1,120,7,7,1,2
2,4,2,2,62,3,3,3,2,2,3,2,2,3,0,1,85,3,5,0,2
1,1,2,1,67,4,4,4,1,2,5,1,1,3,-2,2,120,1,0,1,1
4,2,3,5,62,3,3,1,4,3,4,2,3,2,3,1,210,4,1000,1,3
2,5,2,2,28,3,3,5,1,1,5,3,2,2,2,1,120,4,5,2,2
2,4,2,2,85,3,3,3,2,2,3,2,2,3,3,1,185,1,0,0,2
2,2,2,2,49,3,3,3,2,2,3,2,2,3,0,1,70,3,2,0,2
2,5,2,2,25,3,3,3,2,2,3,2,2,3,2,1,200,12,0,0,2
2,3,2,2,72,3,3,3,2,2,3,2,2,3,3,2,60,3,3,0,2
2,1,2,2,86,3,3,3,2,2,3,2,2,3,1,1,90,2,3,1,2
2,3,2,2,55,3,3,3,2,2,3,2,2,3,1,2,100,3,1,1,2
3,4,3,3,40,4,4,3,1,3,5,3,3,2,1,1,200,3,3,2,3
2,1,2,2,59,3,3,3,2,2,3,2,2,3,0,2,65,4,1000,2,2
2,2,2,2,53,3,3,3,2,2,3,2,2,3,-1,1,145,3,3,3,2
2,4,2,2,30,3,3,3,2,2,3,2,2,3,2,1,150,4,6,0,2
2,5,2,2,57,3,3,3,2,2,3,2,2,3,1,2,80,3,1000,1,2
2,3,2,2,32,3,3,3,2,2,3,2,2,3,2,1,80,5,10,0,2
2,5,2,2,74,3,3,3,2,2,3,2,2,3,3,1,160,3,0,1,2
2,4,2,2,41,3,3,3,2,2,3,2,2,3,0,1,90,6,7,1,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,0,1,100,3,1,1,2
2,3,2,2,36,3,3,3,2,2,3,2,2,3,3,2,119,3,1000,0,2
3,5,1,1,76,1,4,4,1,1,1,3,4,4,-1,1,80,1,0,0,3
2,1,2,2,69,3,3,3,2,2,3,2,2,3,4,1,61,4,4,0,2
2,5,2,2,47,3,3,3,2,2,3,2,2,3,2,1,105,7,3,-1,2
2,3,2,2,63,3,3,3,2,2,3,2,2,3,1,1,79,6,5,0,2
2,2,2,2,41,3,3,3,2,2,3,2,2,3,3,2,119,4,1,0,2
3,5,3,5,72,4,4,2,4,3,1,5,3,3,1,1,110,1,1,1,3
2,2,2,2,56,3,3,3,2,2,3,2,2,3,2,2,90,3,1000,4,2
1,4,3,3,58,4,4,2,3,3,5,2,2,3,1,2,180,4,0,2,1
2,5,2,2,64,3,3,3,2,2,3,2,2,3,0,2,100,6,3,0,2
2,4,2,2,54,3,3,3,2,2,3,2,2,3,1,1,300,6,10,1,2
2,5,2,2,79,3,3,3,2,2,3,2,2,3,-2,1,147,3,2,-2,2
2,5,1,1,81,2,3,4,2,1,5,3,1,3,1,1,90,1,0,1,1
2,2,2,2,50,3,3,3,2,2,3,2,2,3,1,2,105,12,4,0,2
2,5,2,2,70,3,3,3,2,2,3,2,2,3,0,1,128,13,7,1,2
2,5,2,2,26,3,3,3,2,2,3,2,2,3,2,2,96,12,2,2,2
2,3,2,2,63,3,3,3,2,2,3,2,2,3,0,1,400,6,2,0,2
2,3,2,2,76,3,3,3,2,2,3,2,2,3,1,1,200,3,0,1,2
4,2,4,4,22,4,3,3,2,2,2,3,2,3,2,2,150,6,0,-1,4
2,3,2,2,25,3,3,3,2,2,3,2,2,3,1,1,140,12,0,1,2
2,5,1,2,47,3,3,4,2,2,4,3,2,4,2,2,97,11,8,1,2
4,2,4,3,78,1,4,1,4,4,2,3,3,4,0,1,120,4,0,-1,4
2,3,2,2,57,3,3,3,2,2,3,2,2,3,-1,1,96,3,2,0,2
4,4,1,1,77,2,2,2,4,1,4,1,2,2,0,2,125,1,0,1,4
2,4,2,2,64,3,3,3,2,2,3,2,2,3,-1,2,105,4,1,-2,2
2,2,2,2,72,3,3,3,2,2,3,2,2,3,2,2,110,3,1000,-2,2
2,3,2,2,70,3,3,3,2,2,3,2,2,3,1,2,70,3,0,-1,2
2,2,2,2,46,3,3,3,2,2,3,2,2,3,0,1,110,3,2,0,2
2,3,2,2,59,3,3,3,2,2,3,2,2,3,0,1,104,3,1,0,2
2,4,2,2,88,3,3,3,2,2,3,2,2,3,3,1,80,3,0,0,2
2,5,2,2,23,3,3,2,3,2,2,3,1,3,3,2,119,5,1000,0,2
2,5,1,4,90,4,4,3,4,1,1,3,3,3,1,2,119,1,0,1,1
2,3,2,2,83,3,3,3,2,2,3,2,2,3,1,1,142,3,0,1,2
2,3,3,1,34,3,3,4,2,2,5,2,3,4,3,2,120,4,4,2,2
2,3,2,2,79,3,3,3,2,2,3,2,2,3,-1,1,140,4,0,0,2
2,5,2,2,35,3,3,3,2,2,3,2,2,3,2,2,106,4,1000,2,2
2,3,2,1,49,4,2,4,2,2,3,4,2,2,6,2,140,4,1000,-3,2
2,4,2,2,44,3,3,3,2,2,3,2,1,3,2,1,250,4,6,0,2
2,4,2,2,37,3,3,3,2,2,3,2,2,3,0,2,60,12,10,1,2
1,3,1,1,43,3,4,2,2,1,3,2,2,3,3,2,100,6,1,-6,2
2,5,2,2,52,3,3,3,2,2,3,2,2,3,0,1,90,5,6,2,2
2,3,2,2,43,3,3,3,2,2,3,2,2,3,4,1,60,9,15,2,2
3,2,3,2,62,3,4,2,2,4,4,3,3,3,0,2,200,4,0,0,3
2,5,2,2,67,3,3,3,2,2,3,2,2,3,2,2,15,7,5,-1,2
2,5,2,2,55,3,3,3,2,2,3,2,2,3,4,2,265,3,1,0,2
2,4,2,2,22,3,3,3,2,2,3,2,2,3,4,1,20,6,0,1,2
1,4,1,1,24,1,3,5,1,1,5,3,1,1,4,2,150,12,2,1,1
3,3,2,3,83,4,3,2,3,4,1,4,3,3,0,2,60,1,0,0,3
2,5,2,2,85,3,3,3,2,2,3,2,2,3,0,2,119,1,2,0,2
2,5,2,2,79,3,3,3,2,2,3,2,2,3,0,1,120,3,0,1,2
2,3,2,2,61,3,3,3,2,2,3,2,2,3,0,1,100,6,1000,0,2
2,4,3,2,25,3,3,4,2,3,2,4,1,3,0,2,80,12,0,0,2
2,5,2,2,82,3,4,4,2,2,4,3,2,3,1,2,60,3,2,0,2
2,4,2,2,29,3,3,3,2,2,3,2,2,3,2,1,200,6,12,2,2
2,4,2,2,87,3,3,3,2,2,3,2,2,3,0,2,60,4,2,-2,2
2,4,2,2,46,3,3,3,2,2,3,2,2,3,2,2,38,11,10,4,2
2,3,1,2,58,3,3,4,2,1,1,2,2,3,0,1,80,3,0,0,3
2,3,2,2,59,3,3,3,2,2,3,2,2,3,0,2,100,3,0,0,2
2,4,4,2,38,1,3,4,2,3,3,1,3,2,3,1,43,6,5,2,2
2,4,2,2,36,3,3,4,2,2,4,2,2,2,1,1,180,4,5,1,2
2,4,2,2,32,3,3,4,2,2,5,2,2,2,1,1,140,5,5,1,2
4,3,4,3,87,2,1,1,4,4,1,3,3,4,1,2,119,1,0,1,4
2,5,2,2,69,3,3,3,2,2,3,2,2,3,2,2,27,6,4,2,2
2,5,2,2,44,3,3,3,2,2,3,2,2,3,5,2,20,4,0,0,2
2,3,2,2,62,3,3,3,2,2,3,2,2,3,1,2,56,6,4,2,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,2,1,80,4,5,0,2
2,4,2,2,34,3,3,3,2,2,3,2,2,3,3,1,85,12,20,0,2
2,4,2,2,78,3,3,3,2,2,3,2,2,3,0,1,180,3,1,0,2
3,5,3,2,30,3,4,3,1,1,3,4,4,2,2,2,105,4,1000,2,3
1,5,1,1,29,4,3,3,1,1,5,3,2,4,1,2,136,6,1000,2,1
2,3,2,2,69,3,3,3,2,2,3,2,2,3,0,1,92,4,0,0,2
2,3,2,2,40,4,4,4,2,2,3,3,1,4,2,2,55,4,10,3,2
2,3,2,2,36,3,3,3,2,2,3,2,2,3,1,2,70,12,3,3,2
2,4,2,2,74,3,3,3,2,2,3,2,2,3,0,2,25,7,3,0,2
2,5,2,2,22,3,3,3,2,2,3,2,2,3,1,2,15,9,0,3,2
1,3,1,1,81,1,2,2,3,1,2,3,2,3,1,1,117,3,1,4,1
2,4,2,2,35,3,3,3,2,2,3,2,2,3,2,2,100,12,10,0,2
2,3,2,4,91,3,3,2,3,2,3,3,2,3,0,2,60,1,2,-1,3
2,2,2,2,73,3,3,3,2,2,3,2,2,3,0,1,79,4,0,-2,2
5,3,1,4,80,2,1,3,2,4,3,3,3,1,-4,1,120,3,4,0,5
2,3,2,2,76,3,3,3,2,2,3,2,2,3,-1,2,119,5,0,-1,2
2,5,2,2,61,3,3,3,2,2,3,2,2,3,1,1,250,4,15,2,2
2,3,2,2,54,3,3,3,2,2,3,2,2,3,0,2,280,3,0,0,2
2,2,2,2,81,3,3,3,2,2,3,2,2,3,0,1,119,3,1,0,2
2,5,2,2,67,3,3,3,2,2,3,2,2,3,-2,1,69,10,10,-2,2
3,3,2,3,59,4,4,2,1,3,1,1,2,3,-1,1,120,4,6,0,3
2,4,2,2,68,3,4,2,2,3,1,3,2,3,2,2,119,3,0,3,1
2,5,2,2,51,3,3,3,2,2,3,2,2,3,1,1,93,6,6,1,2
2,2,2,2,52,3,3,3,2,2,3,2,2,3,0,1,88,3,1,-3,2
2,4,2,2,49,3,3,3,2,2,3,2,2,3,2,2,120,3,0,2,2
1,4,1,2,48,4,4,3,1,1,5,2,2,3,1,1,75,4,4,0,2
2,3,2,2,72,3,3,3,2,2,3,2,2,3,2,2,100,1,0,0,2
2,4,2,2,67,3,3,3,2,2,3,2,2,3,3,2,60,1,1000,0,2
1,5,1,1,46,1,4,4,1,1,1,2,1,4,1,1,98,7,10,2,1
2,5,2,2,79,3,3,3,2,2,3,2,2,3,0,1,110,4,2,0,2
2,5,2,2,63,3,3,3,2,2,3,2,2,3,0,1,26,5,6,0,2
1,5,1,1,71,4,4,4,1,1,3,4,1,4,5,2,16,7,4,1,1
1,5,2,1,45,2,2,5,1,2,3,3,2,3,0,2,76,5,3,2,1
2,4,2,2,59,3,3,3,2,2,3,2,2,3,0,1,70,4,0,1,2
2,3,2,2,71,3,3,3,2,2,3,2,2,3,0,1,55,6,7,0,2
2,5,2,4,63,2,1,4,2,2,4,2,2,3,0,2,50,12,20,1,2
1,5,2,2,58,2,2,4,1,2,5,1,1,3,1,1,30,3,10,0,2
2,4,2,2,45,3,3,3,2,2,3,2,2,3,3,1,57,12,36,1,2
2,3,3,2,26,4,4,2,2,3,2,2,3,4,3,2,100,12,1,3,3
2,4,2,2,56,3,3,3,2,2,3,2,2,3,2,2,119,5,1000,0,2
2,3,2,2,56,3,3,3,2,2,3,2,2,3,2,2,100,3,1,1,2
3,5,4,1,78,1,1,2,1,5,5,2,1,3,0,1,110,3,1,0,3
2,3,2,2,83,3,3,3,2,2,3,2,2,3,1,2,80,3,0,0,2
1,5,1,1,58,2,2,2,1,1,5,3,2,2,1,1,90,3,1,0,1
2,4,2,2,79,3,3,3,2,2,3,2,2,3,0,1,120,4,0,-1,2
2,3,2,2,54,3,3,3,2,2,3,2,2,3,2,1,112,4,0,1,2
2,5,2,2,58,3,3,3,2,2,3,2,2,3,0,2,150,3,1000,3,2
2,5,2,2,56,3,3,3,2,2,3,2,2,3,-2,2,200,3,1,1,2
2,4,2,2,41,3,3,3,2,2,3,2,2,3,0,1,66,12,0,-3,2
1,3,2,2,68,3,4,3,1,3,1,1,2,3,1,2,102,1,0,1,3
2,5,2,2,54,3,3,3,2,2,3,2,2,3,0,2,119,3,0,2,2
2,5,2,2,77,3,3,3,2,2,3,2,2,3,0,1,200,4,1000,1,2
2,4,2,2,62,3,3,3,2,2,3,2,2,3,1,1,119,1,5,0,2
3,4,4,2,61,3,4,2,4,3,3,4,3,3,-1,2,65,4,0,0,3
2,2,2,2,81,3,3,3,2,2,3,2,2,3,0,1,90,3,0,2,2
2,4,2,2,44,3,3,3,2,2,3,2,2,3,2,1,120,6,7,1,2
2,5,2,2,78,3,3,3,2,2,3,2,2,3,1,1,80,3,0,3,2
2,5,2,2,31,3,3,3,2,2,3,2,2,3,1,1,60,12,35,2,2
2,3,2,2,67,3,3,3,2,2,3,2,2,3,0,1,45,1,2,2,2
2,5,2,2,73,3,3,3,2,2,3,2,2,3,-2,2,45,4,5,0,2
2,5,2,2,44,3,3,3,2,2,3,2,2,3,2,1,112,5,30,3,2
3,3,3,2,69,1,2,2,1,3,3,3,2,3,2,1,61,4,5,0,3
2,3,2,2,71,3,3,3,2,2,3,2,2,3,-1,2,80,1,0,1,2
2,2,2,2,81,3,3,3,2,2,3,2,2,3,-2,2,60,3,2,1,2
2,4,2,2,65,4,4,3,1,1,3,4,3,2,1,1,101,9,18,1,2
1,5,1,1,94,3,1,5,1,1,5,3,1,3,1,2,30,3,0,1,1
2,3,2,2,29,3,3,3,2,2,3,2,2,3,2,1,60,1,4,1,2
2,3,2,2,30,2,3,2,2,3,4,3,1,3,1,1,120,5,10,1,3
2,4,2,2,34,3,3,3,2,2,3,2,2,3,0,1,150,12,13,1,2
4,3,3,4,73,4,4,1,4,4,4,3,4,3,0,2,100,3,0,1,3
2,5,2,2,23,3,3,3,2,2,3,2,2,3,1,1,110,6,1000,2,2
2,3,2,2,44,3,3,3,2,2,3,2,2,3,3,2,20,12,6,1,2
2,4,2,3,49,3,3,3,2,2,1,3,2,3,-1,1,60,6,5,-1,2
2,3,2,2,62,3,3,3,2,2,3,2,2,3,0,2,200,7,3,0,2
1,4,1,2,53,1,1,4,1,1,2,1,1,4,2,2,90,4,1000,1,1
2,4,2,2,31,3,3,3,2,2,3,2,2,3,0,1,110,12,10,2,2
2,4,2,2,35,3,3,3,2,2,3,2,2,3,1,1,120,12,6,0,2
2,4,2,2,32,3,3,3,2,2,3,2,2,3,1,1,140,12,8,1,2
2,4,2,2,35,3,3,3,2,2,4,3,2,3,0,1,100,7,5,0,2
2,3,2,2,69,3,3,3,2,2,3,2,2,3,1,2,95,3,0,1,2
2,2,2,2,78,3,3,3,2,2,3,2,2,3,1,2,40,12,5,1,2
2,3,2,2,58,3,3,3,2,2,3,2,2,3,1,1,100,3,3,1,2
2,4,2,2,77,3,3,3,2,2,3,2,2,3,-1,1,150,3,2,-2,2
2,4,1,3,53,4,4,2,2,2,5,3,2,4,0,2,70,5,3,0,2
1,5,1,1,25,2,3,5,1,2,2,3,3,4,2,2,230,12,0,1,1
1,5,3,1,34,3,3,4,1,2,2,3,2,3,0,2,60,6,1000,1,2
2,4,2,2,50,3,3,3,2,2,3,2,2,3,1,2,65,12,15,1,2
2,5,2,2,82,3,3,3,2,2,3,2,2,3,-5,1,53,4,4,5,2
2,5,2,2,39,3,3,3,2,2,3,2,2,3,3,2,54,13,20,-1,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,0,1,64,6,1,0,2
2,1,2,3,74,4,4,2,3,2,4,2,1,3,1,1,119,3,1000,-3,3
2,3,2,2,62,3,3,3,2,2,3,2,2,3,4,1,119,4,0,0,2
2,3,2,2,68,3,3,3,2,2,3,2,2,3,1,2,60,1,1,0,2
2,5,2,2,26,3,3,3,2,2,3,2,2,3,0,2,60,4,4,2,2
2,2,2,2,61,3,3,3,2,2,3,2,2,3,-3,1,110,4,1,-3,2
2,5,2,2,61,3,3,3,2,2,3,2,2,3,-2,2,89,10,7,-3,2
2,5,2,2,70,3,3,3,2,2,3,2,2,3,2,1,119,4,1,4,2
2,5,2,2,84,3,3,3,2,2,3,2,2,3,0,1,101,1,1000,-2,2
2,5,2,2,37,3,3,3,2,2,3,2,2,3,4,2,120,5,1000,-2,2
2,2,2,2,71,3,3,3,2,2,3,2,2,3,0,1,215,3,0,-5,2
2,5,2,2,78,3,3,3,2,2,3,2,2,3,-1,1,150,1,0,-1,2
2,4,2,2,25,3,3,3,2,2,3,2,2,3,1,1,160,12,0,2,2
2,5,2,2,79,2,3,5,2,3,3,3,2,3,-1,1,90,12,3,1,1
2,5,2,2,53,3,3,3,2,2,3,2,2,3,1,2,52,4,4,0,2
2,4,2,2,75,3,3,3,2,2,3,2,2,3,0,2,84,7,4,-1,2
2,1,2,2,58,3,3,3,2,2,3,2,2,3,3,2,52,4,1,0,2
2,5,2,2,51,3,3,3,2,2,3,2,2,3,3,2,75,4,0,2,2
2,3,2,2,32,3,3,3,2,2,3,2,2,3,0,2,70,5,1000,0,2
2,5,2,2,68,3,3,3,2,2,3,2,2,3,0,2,47,4,5,-1,2
2,4,2,2,57,3,3,3,2,2,3,2,2,3,2,1,120,3,1,1,2
2,3,2,2,23,3,3,2,2,2,2,3,3,3,2,1,119,12,1000,1,2
2,3,2,2,33,3,3,3,2,2,3,2,2,3,0,1,60,3,3,1,2
2,3,2,2,51,3,3,3,2,2,3,2,2,3,1,1,15,4,5,0,2
2,4,2,2,71,3,3,3,2,2,3,2,2,3,0,2,600,1,2,4,2
3,3,3,2,43,3,3,4,2,3,4,3,2,3,0,2,115,4,8,1,3
2,2,2,2,26,3,3,3,2,2,3,2,2,3,0,2,65,9,6,-1,2
2,4,2,2,66,3,3,3,2,2,3,2,2,3,2,1,120,4,1,2,2
2,3,2,2,55,3,3,3,2,2,3,2,2,3,0,1,60,4,1,0,2
2,4,2,2,26,3,3,3,2,2,3,2,2,3,2,2,80,12,0,1,2
2,3,2,2,44,4,4,2,3,2,5,4,1,4,3,2,119,3,1,2,2
2,4,2,2,29,2,4,3,2,2,3,2,2,3,1,1,80,12,0,1,2
2,4,1,4,96,1,1,2,3,2,3,3,2,4,1,1,51,4,5,1,2
1,3,2,1,48,4,4,2,1,2,1,3,3,4,4,2,105,4,4,1,1
2,4,2,2,22,3,3,3,2,2,3,2,2,3,8,1,40,10,0,1,2
2,4,2,2,69,3,3,3,2,2,3,2,2,3,0,1,210,4,0,-2,2
4,2,1,4,84,4,4,1,5,2,1,4,3,3,2,2,43,1,3,-2,4
1,1,4,1,70,4,4,1,4,2,3,4,3,1,0,2,108,3,1,-3,4
2,3,2,2,73,3,3,3,2,2,3,2,2,3,1,2,80,7,5,0,2
2,3,2,2,66,3,3,3,2,2,3,2,2,3,0,2,50,4,4,1,2
2,1,2,2,46,3,3,3,2,2,3,2,2,3,1,2,35,9,1,-2,2
2,3,2,2,44,3,3,3,2,2,3,2,2,3,2,1,92,9,7,1,2
2,5,2,2,69,3,3,3,2,2,3,2,2,3,0,1,70,4,1,0,2
1,5,1,3,23,3,3,5,1,1,4,1,2,3,0,1,200,6,0,0,1
2,2,2,2,55,3,3,3,2,2,3,2,2,3,0,2,84,3,0,0,2
2,4,2,2,32,3,3,3,2,2,3,2,2,3,3,2,50,12,2,2,2
3,4,1,1,24,3,4,4,1,1,3,3,3,3,2,1,120,10,3,1,3
2,3,2,2,25,3,3,3,2,2,3,2,2,3,2,2,69,12,1,1,2
2,5,2,2,74,3,3,3,2,2,3,2,2,3,1,2,80,3,0,2,2
2,4,2,2,43,3,3,3,2,2,3,2,2,3,1,2,90,3,1,3,2
2,4,2,2,66,3,3,3,2,2,3,2,2,3,1,2,85,1,0,1,2
2,4,2,2,38,3,3,2,3,2,2,4,2,4,1,1,79,11,7,1,2
2,4,2,2,52,3,3,3,2,2,3,2,2,3,0,2,40,1,3,-1,2
3,3,1,1,71,2,4,4,2,4,4,1,2,1,0,2,117,3,3,1,2
3,3,3,1,38,4,4,3,2,4,3,2,4,2,2,2,50,4,5,1,3
2,4,2,2,35,3,3,3,2,2,3,2,2,3,0,1,90,7,8,1,2
2,3,3,3,74,3,3,2,2,3,2,2,4,3,0,2,119,1,1000,-1,2
2,3,2,2,30,3,3,3,2,2,3,2,2,3,2,2,100,12,10,0,2
2,5,2,2,37,3,3,3,2,2,3,2,2,3,0,2,110,12,8,0,2
2,5,2,2,34,3,3,3,2,2,3,2,2,3,0,1,110,4,2,4,2
2,4,2,2,44,3,3,3,2,2,3,2,2,3,1,1,110,9,1000,1,2
2,1,2,2,54,3,3,3,2,2,3,2,2,3,3,2,119,1,1000,-2,2
2,5,2,2,42,1,1,5,2,2,5,2,1,4,1,2,119,4,1000,3,2
2,5,1,1,36,2,2,5,1,1,3,2,2,3,0,1,120,6,10,0,1
3,3,4,3,73,1,4,1,3,4,1,3,4,3,0,2,60,3,1,1,3
2,5,2,2,35,3,3,3,2,2,3,2,2,3,4,2,50,4,1000,2,2
3,1,4,1,84,4,4,1,4,4,1,6,4,2,0,1,100,4,0,0,3
2,5,2,2,56,3,3,3,2,2,3,2,2,3,-1,1,34,7,8,3,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,-2,1,50,7,5,1,2
1,5,1,1,56,4,4,4,1,3,1,1,2,3,0,1,119,4,3,0,1
2,4,2,2,74,3,3,3,2,2,3,2,2,3,1,2,100,3,0,0,2
2,3,2,2,44,3,3,3,2,2,3,2,2,3,3,2,120,4,20,0,2
1,4,1,1,80,2,2,1,2,1,5,1,2,3,0,1,60,3,0,-2,1
2,3,2,2,41,3,3,3,2,2,3,2,2,3,0,1,120,7,10,1,2
2,4,2,2,25,3,3,3,2,2,3,2,2,3,1,1,110,12,0,1,2
1,4,1,2,75,4,4,2,1,1,4,3,1,2,0,2,45,4,3,-4,2
2,4,2,2,80,3,3,3,2,2,3,2,2,3,-1,1,37,4,3,1,2
2,4,2,2,62,3,3,3,2,2,3,2,2,3,0,2,119,1,0,0,2
2,4,2,2,69,3,3,3,2,2,3,2,2,3,0,2,119,1,1,3,2
1,5,1,1,55,4,4,5,1,3,3,2,2,4,2,2,22,3,5,0,1
2,4,2,2,49,3,3,3,2,2,3,2,2,3,0,1,130,10,10,1,2
2,4,1,2,35,2,3,4,2,2,3,2,1,3,2,1,160,7,8,0,2
2,5,2,2,74,3,3,3,2,2,3,2,2,3,0,2,260,3,0,2,2
2,3,2,2,36,3,3,3,2,2,3,2,2,3,1,1,115,10,9,1,2
1,3,1,1,55,1,1,2,1,3,3,1,2,2,3,2,41,5,2,1,1
2,5,2,2,71,3,3,3,2,2,3,2,2,3,0,1,55,4,6,0,2
3,3,1,1,55,2,2,5,3,2,4,1,3,4,3,2,106,12,20,0,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,2,1,130,3,2,0,2
2,5,2,2,77,3,3,3,2,2,3,2,2,3,3,1,60,3,2,2,2
2,2,2,2,70,3,3,3,2,2,3,2,2,3,0,1,90,1,0,0,2
2,4,2,2,68,3,3,3,2,2,3,2,2,3,-5,2,60,1,2,5,2
2,5,2,2,68,3,3,3,2,2,3,2,2,3,-2,1,125,3,4,-3,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,-1,1,180,3,3,0,2
2,2,2,2,74,1,2,2,3,3,5,4,2,3,0,1,130,3,4,0,2
2,3,2,2,56,3,3,3,2,2,3,2,2,3,0,2,89,3,2,-5,2
2,3,2,2,77,3,3,3,2,2,3,2,2,3,0,2,70,3,0,0,2
2,3,2,2,64,3,3,3,2,2,3,2,2,3,2,2,74,6,5,2,2
2,5,2,2,75,3,3,3,2,2,3,2,2,3,1,1,100,4,2,1,2
2,2,2,2,67,3,3,3,2,2,3,2,2,3,0,1,90,3,0,0,2
2,4,2,2,23,3,3,3,2,2,3,2,2,3,3,2,50,6,0,2,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,3,1,70,7,7,0,2
2,5,2,2,42,3,3,3,2,2,3,2,2,3,2,2,100,10,4,1,2
2,3,2,2,41,3,3,3,2,2,3,2,2,3,4,2,102,12,5,-2,2
2,5,2,2,76,3,3,3,2,2,3,2,2,3,0,1,102,4,1000,1,2
2,4,2,2,70,3,3,3,2,2,3,2,2,3,0,1,127,4,1000,0,2
2,5,2,2,29,3,3,3,2,2,3,2,2,3,2,2,80,10,0,1,2
2,4,2,2,57,3,3,3,2,2,3,2,2,3,0,2,120,6,5,1,2
2,1,2,2,84,3,3,3,2,2,3,2,2,3,1,2,119,3,0,1,2
2,5,2,2,57,3,3,3,2,2,3,2,2,3,0,1,58,3,1,-2,2
3,3,3,2,61,3,4,3,1,2,1,1,1,2,0,2,92,4,2,2,3
2,4,2,2,57,3,3,3,2,2,3,2,2,3,-1,2,166,3,1,0,2
2,4,2,2,82,3,3,3,2,2,3,2,2,3,0,1,64,1,0,1,2
2,4,2,2,55,3,3,3,2,2,3,2,2,3,0,1,93,3,3,2,2
2,2,2,2,86,3,3,3,2,2,3,2,2,3,1,2,90,2,1,5,2
2,3,2,2,82,3,3,3,2,2,3,2,2,3,0,2,119,1,0,0,2
2,3,3,3,46,4,3,2,3,3,3,2,2,2,2,2,49,5,5,0,2
